sequence	type	position	peak>-12	peak>-14	peak>-16	peak>-18	peak<-18	peak_sum	peak_count	sp_mean
WSN_PB2	WT	1359	-46.70	-193.69	0.0	-16.66	0.0	-257.05	20.00	0.00
WSN_PB2	WT	1385	-34.80	-105.07	-43.93	0.0	0.0	-183.80	14.00	1481.00
WSN_PB2	WT	1437	-47.02	-62.97	0.0	0.0	0.0	-109.99	9.00	0.00
WSN_PB2	WT	1475	0.0	-39.22	-15.12	-17.06	0.0	-71.40	5.00	8886.00
WSN_PB2	WT	1520	-34.62	-64.59	0.0	-16.79	0.0	-116.00	9.00	2962.00
WSN_PB2	WT	1541	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2962.00
WSN_PB2	WT	1589	-80.42	-217.94	-59.99	-85.94	0.0	-444.29	33.00	4443.00
WSN_PB2	WT	1591	-102.32	-230.05	-59.99	-85.94	0.0	-478.30	36.00	4443.00
WSN_PB2	WT	1629	-34.35	-24.36	-14.79	0.0	0.0	-73.50	6.00	5924.00
WSN_PB2	WT	1695	-11.99	-52.80	0.0	-16.01	-18.35	-99.15	7.00	7405.00
WSN_PB2	WT	1724	-35.43	-125.82	-28.36	0.0	-18.50	-208.11	16.00	4443.00
WSN_PB2	WT	1748	-11.03	-88.49	0.0	0.0	0.0	-99.52	8.00	5924.00
WSN_PB2	WT	1761	-58.34	-64.58	-14.45	0.0	0.0	-137.37	11.00	4443.00
WSN_PB2	WT	1763	-70.26	-89.44	-14.45	0.0	0.0	-174.15	14.00	5924.00
WSN_PB2	WT	1777	-23.46	-151.70	-14.15	0.0	0.0	-189.31	15.00	7405.00
WSN_PB2	WT	1818	-11.64	-12.54	-14.23	0.0	0.0	-38.41	3.00	1481.00
WSN_PB2	WT	1900	-11.70	-51.28	-14.64	0.0	0.0	-77.62	6.00	0.00
WSN_PB2	WT	1942	-11.45	-26.24	-15.84	0.0	0.0	-53.53	4.00	4443.00
WSN_PB2	WT	1949	-22.84	-13.76	0.0	0.0	0.0	-36.60	3.00	4443.00
WSN_PB2	WT	1968	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_PB2	WT	1981	-35.04	-12.36	0.0	0.0	0.0	-47.40	4.00	1481.00
WSN_PB2	WT	2016	-23.77	-90.32	-46.34	0.0	0.0	-160.43	12.00	2962.00
WSN_PB2	WT	2047	-69.26	-387.18	-87.13	-84.21	0.0	-627.78	47.00	4443.00
WSN_PB2	WT	2079	0.0	-24.61	0.0	0.0	0.0	-24.61	2.00	1481.00
WSN_PB2	WT	2120	-11.19	-38.32	-29.44	0.0	0.0	-78.95	6.00	0.00
WSN_PB2	WT	2158	-11.25	-25.26	0.0	0.0	0.0	-36.51	3.00	0.00
WSN_PB2	WT	2168	-11.28	-26.18	0.0	-16.32	0.0	-53.78	4.00	0.00
WSN_PB2	WT	2217	-11.62	-77.57	-56.91	-17.41	0.0	-163.51	12.00	4443.00
WSN_PB2	WT	2254	-68.93	-259.33	-150.04	-16.35	0.0	-494.65	37.00	4443.00
WSN_PB2	WT	2293	0.0	-13.26	-14.06	0.0	0.0	-27.32	2.00	1481.00
WSN_PB2	WT	2307	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_PB2	WT	2340	0.0	-12.80	0.0	-17.60	0.0	-30.40	2.00	0.00
WSN_PB1	WT	0	0.0	-12.80	-15.10	-16.66	0.0	-44.56	3.00	1481.00
WSN_PB1	WT	41	0.0	0.0	-14.21	0.0	0.0	-14.21	1.00	10367.00
WSN_PB1	WT	90	-46.02	-66.17	-29.64	0.0	0.0	-141.83	11.00	5924.00
WSN_PB1	WT	108	-46.14	-51.76	-14.28	0.0	0.0	-112.18	9.00	5924.00
WSN_PB1	WT	133	-22.84	0.0	0.0	0.0	0.0	-22.84	2.00	10367.00
WSN_PB1	WT	181	-46.24	-38.25	-101.56	-32.42	0.0	-218.47	16.00	11848.00
WSN_PB1	WT	200	-148.80	-321.15	-73.38	-33.77	0.0	-577.10	45.00	8886.00
WSN_PB1	WT	229	0.0	-12.83	-14.40	0.0	0.0	-27.23	2.00	4443.00
WSN_PB1	WT	260	-11.08	-12.67	0.0	0.0	0.0	-23.75	2.00	1481.00
WSN_PB1	WT	288	-103.21	-128.72	-30.21	0.0	0.0	-262.14	21.00	5924.00
WSN_PB1	WT	298	-115.00	-129.36	-30.51	0.0	0.0	-274.87	22.00	7405.00
WSN_PB1	WT	348	-23.02	-36.95	-30.32	0.0	0.0	-90.29	7.00	0.00
WSN_PB1	WT	405	-11.57	-39.77	-14.91	0.0	0.0	-66.25	5.00	4443.00
WSN_PB1	WT	412	-11.48	-26.14	0.0	0.0	0.0	-37.62	3.00	4443.00
WSN_PB1	WT	473	0.0	-25.21	0.0	0.0	0.0	-25.21	2.00	2962.00
WSN_PB1	WT	519	0.0	-52.16	-15.72	-16.25	0.0	-84.13	6.00	2962.00
WSN_PB1	WT	590	0.0	-13.90	-15.32	0.0	0.0	-29.22	2.00	0.00
WSN_PB1	WT	657	0.0	-38.57	0.0	-16.86	0.0	-55.43	4.00	20734.00
WSN_PB1	WT	713	0.0	0.0	-14.12	0.0	0.0	-14.12	1.00	2962.00
WSN_PB1	WT	723	-11.43	0.0	0.0	0.0	0.0	-11.43	1.00	2962.00
WSN_PB1	WT	828	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2962.00
WSN_PB1	WT	835	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1481.00
WSN_PB1	WT	871	-22.87	-12.61	0.0	0.0	0.0	-35.48	3.00	2962.00
WSN_PB1	WT	893	0.0	-12.96	-14.25	0.0	0.0	-27.21	2.00	2962.00
WSN_PB1	WT	917	-34.80	-24.28	-14.04	-16.28	0.0	-89.40	7.00	5924.00
WSN_PB1	WT	942	-104.78	-154.66	-104.03	-16.73	0.0	-380.20	29.00	10367.00
WSN_PB1	WT	978	0.0	-48.63	-14.35	0.0	0.0	-62.98	5.00	7405.00
WSN_PB1	WT	1010	-46.55	-78.43	-29.45	0.0	0.0	-154.43	12.00	1481.00
WSN_PB1	WT	1035	-93.28	-257.89	-102.27	0.0	0.0	-453.44	35.00	10367.00
WSN_PB1	WT	1074	0.0	0.0	0.0	0.0	0.0	0.00	0.00	11848.00
WSN_PB1	WT	1124	-68.25	-169.67	-44.67	-16.74	-18.60	-317.93	24.00	13329.00
WSN_PB1	WT	1153	0.0	-37.55	0.0	0.0	0.0	-37.55	3.00	0.00
WSN_PB1	WT	1182	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_PB1	WT	1231	-11.91	-12.76	0.0	0.0	0.0	-24.67	2.00	0.00
WSN_PB1	WT	1235	-23.80	-26.43	0.0	0.0	0.0	-50.23	4.00	1481.00
WSN_PB1	WT	1246	-23.16	-26.43	0.0	0.0	0.0	-49.59	4.00	1481.00
WSN_PB1	WT	1249	-10.92	-39.32	0.0	0.0	0.0	-50.24	4.00	1481.00
WSN_PB1	WT	1282	-11.49	-49.31	-15.04	-16.12	0.0	-91.96	7.00	1481.00
WSN_PB1	WT	1311	-11.89	-13.00	0.0	0.0	0.0	-24.89	2.00	2962.00
WSN_PB1	WT	1344	-22.65	-93.78	-28.34	0.0	0.0	-144.77	11.00	1481.00
WSN_PB1	WT	1362	-113.38	-183.68	-72.18	-34.85	0.0	-404.09	31.00	0.00
WSN_PB1	WT	1390	-58.30	-75.88	-42.65	0.0	0.0	-176.83	14.00	0.00
WSN_PB1	WT	1424	-23.08	-101.55	-58.32	-16.20	0.0	-199.15	15.00	0.00
WSN_PB1	WT	1471	0.0	-26.13	0.0	0.0	0.0	-26.13	2.00	0.00
WSN_PB1	WT	1520	-22.49	-38.57	0.0	0.0	0.0	-61.06	5.00	1481.00
WSN_PB1	WT	1567	0.0	0.0	-14.18	0.0	-20.46	-34.64	2.00	0.00
WSN_PB1	WT	1616	-69.17	-153.81	-46.10	0.0	-38.06	-307.14	23.00	5924.00
WSN_PB1	WT	1618	-69.17	-115.11	-46.10	0.0	-38.06	-268.44	20.00	7405.00
WSN_PB1	WT	1625	-57.22	-118.57	-46.10	0.0	-38.06	-259.95	19.00	7405.00
WSN_PB1	WT	1670	-11.44	0.0	0.0	0.0	0.0	-11.44	1.00	2962.00
WSN_PB1	WT	1702	-10.66	-26.10	-29.23	0.0	0.0	-65.99	5.00	2962.00
WSN_PB1	WT	1728	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_PB1	WT	1763	0.0	-12.92	-15.12	0.0	0.0	-28.04	2.00	1481.00
WSN_PB1	WT	1786	-33.97	-13.64	-30.84	0.0	0.0	-78.45	6.00	0.00
WSN_PB1	WT	1814	0.0	-38.93	-29.71	0.0	0.0	-68.64	5.00	0.00
WSN_PB1	WT	1871	-11.58	-26.36	0.0	0.0	0.0	-37.94	3.00	2962.00
WSN_PB1	WT	1921	-126.94	-206.14	-119.98	-16.90	0.0	-469.96	36.00	1481.00
WSN_PB1	WT	1988	-56.92	-76.55	-60.97	0.0	0.0	-194.44	15.00	8886.00
WSN_PB1	WT	2055	-35.03	-26.41	-45.03	0.0	0.0	-106.47	8.00	4443.00
WSN_PB1	WT	2080	-68.85	-100.85	-100.82	0.0	0.0	-270.52	21.00	0.00
WSN_PB1	WT	2112	-172.29	-481.17	-359.07	-116.88	-75.29	-1204.70	87.00	10367.00
WSN_PB1	WT	2159	-45.04	-101.95	-59.13	-16.05	0.0	-222.17	17.00	8886.00
WSN_PB1	WT	2165	-34.44	-75.74	-15.81	-16.05	0.0	-142.04	11.00	10367.00
WSN_PB1	WT	2198	-69.38	-204.84	-103.29	-16.05	0.0	-393.56	30.00	14810.00
WSN_PB1	WT	2263	-116.82	-115.73	-58.79	0.0	-18.40	-309.74	24.00	2962.00
WSN_PB1	WT	2293	-11.58	-39.02	0.0	0.0	0.0	-50.60	4.00	1481.00
WSN_PB1	WT	2340	0.0	-12.60	-104.12	-51.60	-38.20	-206.52	13.00	0.00
WSN_PA	WT	0	0.0	-13.90	-14.80	0.0	0.0	-28.70	2.00	0.00
WSN_PA	WT	8	-23.25	-39.22	-28.84	0.0	0.0	-91.31	7.00	2962.00
WSN_PA	WT	62	-23.46	-38.85	-15.49	0.0	0.0	-77.80	6.00	29620.00
WSN_PA	WT	99	-35.18	-12.31	-28.96	-33.99	-40.38	-150.82	10.00	51835.00
WSN_PA	WT	144	-22.95	-64.87	-15.56	0.0	-19.28	-122.66	9.00	14810.00
WSN_PA	WT	212	-22.40	-116.56	-14.24	0.0	0.0	-153.20	12.00	35544.00
WSN_PA	WT	230	-34.64	-105.44	0.0	-16.65	0.0	-156.73	12.00	17772.00
WSN_PA	WT	284	-11.39	-63.90	0.0	0.0	0.0	-75.29	6.00	16291.00
WSN_PA	WT	320	-11.57	-189.97	-88.41	-32.73	-18.08	-340.76	25.00	8886.00
WSN_PA	WT	368	0.0	-13.02	0.0	0.0	-18.08	-31.10	2.00	4443.00
WSN_PA	WT	428	-22.29	-25.70	0.0	0.0	0.0	-47.99	4.00	8886.00
WSN_PA	WT	432	-22.29	-51.65	0.0	0.0	0.0	-73.94	6.00	8886.00
WSN_PA	WT	490	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2962.00
WSN_PA	WT	519	0.0	-12.10	-15.35	0.0	0.0	-27.45	2.00	5924.00
WSN_PA	WT	567	-22.96	-26.36	0.0	0.0	0.0	-49.32	4.00	1481.00
WSN_PA	WT	581	-11.87	-25.80	0.0	0.0	0.0	-37.67	3.00	1481.00
WSN_PA	WT	648	-45.61	-63.37	-59.56	0.0	0.0	-168.54	13.00	5924.00
WSN_PA	WT	656	-22.84	-38.34	-58.61	-16.90	0.0	-136.69	10.00	4443.00
WSN_PA	WT	700	-23.43	0.0	-15.11	0.0	0.0	-38.54	3.00	11848.00
WSN_PA	WT	747	-21.76	-12.32	0.0	0.0	0.0	-34.08	3.00	2962.00
WSN_PA	WT	766	-22.39	-51.80	-29.30	0.0	0.0	-103.49	8.00	5924.00
WSN_PA	WT	830	-22.95	-13.06	-29.09	0.0	0.0	-65.10	5.00	1481.00
WSN_PA	WT	877	0.0	-37.53	0.0	0.0	0.0	-37.53	3.00	4443.00
WSN_PA	WT	925	-68.85	-78.92	0.0	-16.71	0.0	-164.48	13.00	10367.00
WSN_PA	WT	990	-69.53	-38.97	-29.00	0.0	0.0	-137.50	11.00	4443.00
WSN_PA	WT	1032	-34.14	0.0	-30.98	0.0	0.0	-65.12	5.00	2962.00
WSN_PA	WT	1055	0.0	0.0	0.0	0.0	0.0	0.00	0.00	4443.00
WSN_PA	WT	1064	0.0	-12.88	0.0	0.0	0.0	-12.88	1.00	2962.00
WSN_PA	WT	1132	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2962.00
WSN_PA	WT	1218	-23.45	-26.21	0.0	0.0	0.0	-49.66	4.00	4443.00
WSN_PA	WT	1234	-34.85	-27.07	0.0	0.0	0.0	-61.92	5.00	2962.00
WSN_PA	WT	1236	-34.85	-27.07	0.0	0.0	0.0	-61.92	5.00	2962.00
WSN_PA	WT	1272	0.0	-76.30	-15.04	0.0	0.0	-91.34	7.00	4443.00
WSN_PA	WT	1289	-22.42	0.0	-14.71	0.0	0.0	-37.13	3.00	5924.00
WSN_PA	WT	1343	0.0	-13.08	-14.31	0.0	0.0	-27.39	2.00	4443.00
WSN_PA	WT	1431	-11.86	0.0	0.0	0.0	0.0	-11.86	1.00	5924.00
WSN_PA	WT	1442	-35.01	-25.48	0.0	0.0	0.0	-60.49	5.00	2962.00
WSN_PA	WT	1522	-56.36	-13.66	-72.66	0.0	0.0	-142.68	11.00	1481.00
WSN_PA	WT	1599	0.0	0.0	0.0	0.0	0.0	0.00	0.00	4443.00
WSN_PA	WT	1672	-68.63	-144.80	-42.34	0.0	0.0	-255.77	20.00	1481.00
WSN_PA	WT	1715	-69.86	-190.00	-15.54	0.0	0.0	-275.40	22.00	2962.00
WSN_PA	WT	1761	-56.50	-102.33	-44.76	-49.41	0.0	-253.00	19.00	17772.00
WSN_PA	WT	1795	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1481.00
WSN_PA	WT	1824	-23.16	-25.41	0.0	0.0	0.0	-48.57	4.00	2962.00
WSN_PA	WT	1872	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1481.00
WSN_PA	WT	1875	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1481.00
WSN_PA	WT	1890	-11.30	0.0	0.0	0.0	0.0	-11.30	1.00	1481.00
WSN_PA	WT	1933	-11.54	-12.25	-14.12	0.0	0.0	-37.91	3.00	1481.00
WSN_PA	WT	1982	0.0	-24.84	0.0	0.0	0.0	-24.84	2.00	1481.00
WSN_PA	WT	2024	-33.88	-88.57	-14.07	0.0	0.0	-136.52	11.00	7405.00
WSN_PA	WT	2060	-11.65	0.0	0.0	0.0	0.0	-11.65	1.00	7405.00
WSN_PA	WT	2067	-11.28	0.0	0.0	0.0	0.0	-11.28	1.00	7405.00
WSN_PA	WT	2113	0.0	0.0	-14.40	0.0	0.0	-14.40	1.00	4443.00
WSN_PA	WT	2144	0.0	-37.43	-45.60	0.0	-19.47	-102.50	7.00	2962.00
WSN_PA	WT	2177	-80.41	-116.56	-58.48	0.0	0.0	-255.45	20.00	1481.00
WSN_PA	WT	2203	0.0	-40.23	0.0	0.0	0.0	-40.23	3.00	0.00
WSN_PA	WT	2232	0.0	0.0	-76.29	-32.96	-40.70	-149.95	9.00	0.00
WSN_HA	WT	0	0.0	-53.43	-14.20	-16.33	0.0	-83.96	6.00	0.00
WSN_HA	WT	36	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_HA	WT	85	-11.43	-13.03	-14.24	0.0	0.0	-38.70	3.00	8886.00
WSN_HA	WT	122	-162.70	-477.95	-177.64	-33.97	-18.83	-871.09	66.00	20734.00
WSN_HA	WT	169	-67.68	-76.42	-28.80	0.0	0.0	-172.90	14.00	7405.00
WSN_HA	WT	193	-11.70	0.0	-14.11	0.0	0.0	-25.81	2.00	2962.00
WSN_HA	WT	235	0.0	-12.26	0.0	0.0	0.0	-12.26	1.00	0.00
WSN_HA	WT	262	0.0	-38.93	0.0	0.0	0.0	-38.93	3.00	0.00
WSN_HA	WT	317	0.0	-25.72	0.0	0.0	0.0	-25.72	2.00	0.00
WSN_HA	WT	325	0.0	-13.69	0.0	0.0	0.0	-13.69	1.00	1481.00
WSN_HA	WT	328	0.0	-13.69	0.0	0.0	0.0	-13.69	1.00	1481.00
WSN_HA	WT	373	0.0	-25.42	-14.75	0.0	0.0	-40.17	3.00	0.00
WSN_HA	WT	394	-34.84	-13.02	0.0	0.0	0.0	-47.86	4.00	0.00
WSN_HA	WT	424	-11.61	0.0	0.0	0.0	0.0	-11.61	1.00	0.00
WSN_HA	WT	470	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_HA	WT	500	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2962.00
WSN_HA	WT	543	-11.46	-12.69	0.0	0.0	0.0	-24.15	2.00	1481.00
WSN_HA	WT	569	-11.56	-65.42	-43.16	0.0	0.0	-120.14	9.00	2962.00
WSN_HA	WT	597	-68.76	-194.81	-58.47	-16.62	0.0	-338.66	26.00	2962.00
WSN_HA	WT	646	-23.48	-24.79	0.0	0.0	0.0	-48.27	4.00	4443.00
WSN_HA	WT	649	-22.50	-24.79	0.0	0.0	0.0	-47.29	4.00	2962.00
WSN_HA	WT	653	-22.50	-25.35	0.0	0.0	0.0	-47.85	4.00	4443.00
WSN_HA	WT	656	-22.50	-25.35	0.0	0.0	0.0	-47.85	4.00	4443.00
WSN_HA	WT	661	0.0	-13.16	0.0	0.0	-18.77	-31.93	2.00	4443.00
WSN_HA	WT	684	-33.88	0.0	0.0	0.0	-18.77	-52.65	4.00	5924.00
WSN_HA	WT	714	-90.33	-105.21	-90.04	0.0	0.0	-285.58	22.00	1481.00
WSN_HA	WT	761	-11.77	-25.42	-30.78	-16.33	0.0	-84.30	6.00	4443.00
WSN_HA	WT	763	-22.85	-37.88	-15.40	-16.33	0.0	-92.46	7.00	4443.00
WSN_HA	WT	767	-57.57	-37.88	-15.40	0.0	0.0	-110.85	9.00	4443.00
WSN_HA	WT	838	-77.39	-198.15	0.0	-68.77	-20.88	-365.19	27.00	1481.00
WSN_HA	WT	868	-32.64	-75.73	-29.69	-17.35	0.0	-155.41	12.00	4443.00
WSN_HA	WT	876	-56.63	-101.25	-45.27	0.0	0.0	-203.15	16.00	7405.00
WSN_HA	WT	921	-126.44	-105.10	-61.18	-33.37	0.0	-326.09	25.00	13329.00
WSN_HA	WT	955	-22.62	-87.32	0.0	0.0	0.0	-109.94	9.00	1481.00
WSN_HA	WT	963	-90.40	-87.15	0.0	0.0	0.0	-177.55	15.00	1481.00
WSN_HA	WT	973	-11.90	-25.06	-14.75	0.0	0.0	-51.71	4.00	1481.00
WSN_HA	WT	1015	-11.68	-87.11	-30.91	0.0	-18.67	-148.37	11.00	1481.00
WSN_HA	WT	1029	-23.92	-50.05	0.0	0.0	0.0	-73.97	6.00	1481.00
WSN_HA	WT	1078	-11.43	-26.38	-43.84	0.0	0.0	-81.65	6.00	8886.00
WSN_HA	WT	1112	0.0	-53.55	0.0	0.0	0.0	-53.55	4.00	2962.00
WSN_HA	WT	1175	0.0	-25.13	-31.18	0.0	0.0	-56.31	4.00	1481.00
WSN_HA	WT	1195	0.0	-89.88	-15.63	-16.96	0.0	-122.47	9.00	8886.00
WSN_HA	WT	1232	-22.69	-174.29	-120.13	0.0	0.0	-317.11	23.00	8886.00
WSN_HA	WT	1260	0.0	-13.77	0.0	0.0	0.0	-13.77	1.00	0.00
WSN_HA	WT	1301	-46.24	-130.30	-30.97	0.0	0.0	-207.51	16.00	5924.00
WSN_HA	WT	1352	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2962.00
WSN_HA	WT	1408	-23.19	-12.20	-29.78	-16.24	0.0	-81.41	6.00	4443.00
WSN_HA	WT	1453	-44.98	-38.60	-45.06	0.0	0.0	-128.64	10.00	0.00
WSN_HA	WT	1503	-115.86	-258.14	-90.60	-33.79	-37.70	-536.09	40.00	1481.00
WSN_HA	WT	1530	0.0	-91.43	-31.07	-17.13	0.0	-139.63	10.00	2962.00
WSN_HA	WT	1564	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_HA	WT	1610	-23.27	-183.28	-15.43	-16.03	0.0	-238.01	18.00	2962.00
WSN_HA	WT	1633	-11.80	-24.32	-46.05	0.0	0.0	-82.17	6.00	0.00
WSN_HA	WT	1683	0.0	-25.74	-29.20	0.0	0.0	-54.94	4.00	8886.00
WSN_HA	WT	1711	-56.90	-13.96	-14.83	0.0	0.0	-85.69	7.00	14810.00
WSN_HA	WT	1749	-11.10	0.0	0.0	0.0	0.0	-11.10	1.00	1481.00
WSN_HA	WT	1774	0.0	0.0	-31.00	0.0	0.0	-31.00	2.00	0.00
WSN_NP	WT	0	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_NP	WT	3	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
WSN_NP	WT	20	0.0	-24.14	0.0	0.0	0.0	-24.14	2.00	0.00
WSN_NP	WT	62	-11.72	-13.47	-14.73	0.0	0.0	-39.92	3.00	4443.00
WSN_NP	WT	68	-10.91	-51.78	-28.80	0.0	0.0	-91.49	7.00	5924.00
WSN_NP	WT	118	-103.09	-324.57	-136.47	-118.26	-18.61	-701.00	51.00	32582.00
WSN_NP	WT	153	-45.00	-78.96	-43.58	-33.66	0.0	-201.20	15.00	17772.00
WSN_NP	WT	186	-45.66	-63.60	0.0	0.0	0.0	-109.26	9.00	5924.00
WSN_NP	WT	208	-11.30	-52.37	-44.64	0.0	0.0	-108.31	8.00	2962.00
WSN_NP	WT	287	-46.40	-164.14	-43.74	0.0	0.0	-254.28	20.00	5924.00
WSN_NP	WT	337	-148.63	-221.18	-150.02	-48.99	0.0	-568.82	43.00	8886.00
WSN_NP	WT	396	-45.81	-61.66	-30.83	0.0	0.0	-138.30	11.00	1481.00
WSN_NP	WT	429	-23.21	-39.33	-14.55	0.0	0.0	-77.09	6.00	1481.00
WSN_NP	WT	495	-57.76	0.0	0.0	-16.57	0.0	-74.33	6.00	5924.00
WSN_NP	WT	538	-79.40	-221.12	-58.94	-16.90	0.0	-376.36	29.00	7405.00
WSN_NP	WT	567	-102.28	-245.95	-102.27	-34.17	0.0	-484.67	37.00	4443.00
WSN_NP	WT	592	-127.21	-194.22	-60.88	0.0	0.0	-382.31	30.00	1481.00
WSN_NP	WT	649	-23.38	-39.09	0.0	-50.03	0.0	-112.50	8.00	11848.00
WSN_NP	WT	677	-115.29	-248.08	-166.47	-34.05	-57.62	-621.51	45.00	119961.00
WSN_NP	WT	724	-22.62	-145.58	-44.96	-16.35	0.0	-229.51	17.00	35544.00
WSN_NP	WT	754	0.0	-87.68	-14.41	0.0	0.0	-102.09	8.00	5924.00
WSN_NP	WT	808	0.0	-65.68	-14.94	-32.94	0.0	-113.56	8.00	2962.00
WSN_NP	WT	836	0.0	-62.78	-59.31	0.0	0.0	-122.09	9.00	2962.00
