sequence	type	position	peak>-12	peak>-14	peak>-16	peak>-18	peak<-18	peak_sum	peak_count	sp_mean
PR8_PB2	WT	1542	0.0	-25.00	0.0	0.0	0.0	-25.00	2.00	15179.00
PR8_PB2	WT	1553	0.0	-25.38	0.0	0.0	0.0	-25.38	2.00	25453.00
PR8_PB2	WT	1586	-68.60	-66.22	-72.48	-50.30	0.0	-257.60	19.00	61480.00
PR8_PB2	WT	1625	0.0	-24.40	-14.87	0.0	0.0	-39.27	3.00	12182.00
PR8_PB2	WT	1695	0.0	-75.73	-29.57	0.0	-18.11	-123.41	9.00	6060.00
PR8_PB2	WT	1697	0.0	-51.21	-29.57	0.0	0.0	-80.78	6.00	5892.00
PR8_PB2	WT	1720	-23.38	-63.65	-29.74	-16.36	0.0	-133.13	10.00	3562.00
PR8_PB2	WT	1761	-23.32	-12.90	0.0	0.0	0.0	-36.22	3.00	276.00
PR8_PB2	WT	1820	-23.36	-51.15	-14.35	-16.30	0.0	-105.16	8.00	3130.00
PR8_PB2	WT	1881	-34.66	-89.82	-29.19	0.0	0.0	-153.67	12.00	3501.00
PR8_PB2	WT	1901	-35.13	-24.23	-14.64	0.0	0.0	-74.00	6.00	9185.00
PR8_PB2	WT	1968	0.0	0.0	0.0	0.0	0.0	0.00	0.00	949.00
PR8_PB2	WT	1986	-34.18	0.0	0.0	0.0	0.0	-34.18	3.00	1609.00
PR8_PB2	WT	2014	-23.41	-77.24	-45.98	0.0	-19.77	-166.40	12.00	7324.00
PR8_PB2	WT	2047	-82.01	-257.47	-89.20	-66.50	-18.13	-513.31	38.00	16859.00
PR8_PB2	WT	2079	0.0	-24.30	0.0	0.0	0.0	-24.30	2.00	8948.00
PR8_PB2	WT	2118	-10.98	-38.25	-15.26	0.0	0.0	-64.49	5.00	5493.00
PR8_PB2	WT	2154	-34.26	-13.03	0.0	0.0	0.0	-47.29	4.00	4215.00
PR8_PB2	WT	2169	-34.32	-40.04	0.0	-16.32	0.0	-90.68	7.00	3946.00
PR8_PB2	WT	2217	-23.67	-102.62	-58.53	-17.51	-19.22	-221.55	16.00	10659.00
PR8_PB2	WT	2252	-69.62	-378.66	-146.85	-116.41	0.0	-711.54	52.00	2558.00
PR8_PB2	WT	2290	0.0	-13.26	-14.96	-16.28	0.0	-44.50	3.00	720.00
PR8_PB2	WT	2305	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_PB2	WT	2307	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_PB2	WT	2315	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_PB2	WT	2340	0.0	0.0	-45.84	-33.60	0.0	-79.44	5.00	0.00
PR8_PB1	WT	0	0.0	0.0	-15.10	0.0	0.0	-15.10	1.00	121.00
PR8_PB1	WT	41	0.0	-12.71	0.0	0.0	0.0	-12.71	1.00	283.00
PR8_PB1	WT	89	-46.63	-64.74	-14.58	0.0	0.0	-125.95	10.00	1514.00
PR8_PB1	WT	106	0.0	-25.65	0.0	0.0	0.0	-25.65	2.00	215.00
PR8_PB1	WT	125	-11.72	-25.77	0.0	0.0	0.0	-37.49	3.00	4599.00
PR8_PB1	WT	179	-57.13	-88.84	-105.12	0.0	0.0	-251.09	19.00	9230.00
PR8_PB1	WT	199	-116.31	-247.88	-117.60	-49.31	-18.30	-549.40	41.00	25333.00
PR8_PB1	WT	230	-11.83	0.0	-14.27	0.0	0.0	-26.10	2.00	23838.00
PR8_PB1	WT	260	0.0	-12.33	-14.73	0.0	0.0	-27.06	2.00	2215.00
PR8_PB1	WT	277	-46.81	-38.67	0.0	0.0	0.0	-85.48	7.00	189.00
PR8_PB1	WT	286	-34.26	-12.14	0.0	0.0	0.0	-46.40	4.00	1031.00
PR8_PB1	WT	298	-80.46	-101.17	-14.95	0.0	0.0	-196.58	16.00	3273.00
PR8_PB1	WT	348	-56.86	-61.56	-60.26	0.0	0.0	-178.68	14.00	11400.00
PR8_PB1	WT	395	-11.40	0.0	-14.35	0.0	-20.49	-46.24	3.00	12915.00
PR8_PB1	WT	404	-23.38	0.0	0.0	0.0	0.0	-23.38	2.00	13583.00
PR8_PB1	WT	470	-46.86	-37.30	-14.43	0.0	0.0	-98.59	8.00	2074.00
PR8_PB1	WT	519	0.0	-26.40	-46.00	0.0	0.0	-72.40	5.00	17318.00
PR8_PB1	WT	591	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_PB1	WT	660	-22.25	-36.99	-14.47	0.0	0.0	-73.71	6.00	12538.00
PR8_PB1	WT	713	0.0	-12.86	0.0	0.0	0.0	-12.86	1.00	9968.00
PR8_PB1	WT	722	-11.43	0.0	0.0	0.0	0.0	-11.43	1.00	1219.00
PR8_PB1	WT	737	-11.94	-13.45	0.0	0.0	0.0	-25.39	2.00	8296.00
PR8_PB1	WT	778	-113.72	-127.43	-90.06	-65.86	-18.95	-416.02	31.00	17945.00
PR8_PB1	WT	828	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2187.00
PR8_PB1	WT	836	0.0	0.0	0.0	0.0	0.0	0.00	0.00	2046.00
PR8_PB1	WT	840	0.0	0.0	0.0	0.0	0.0	0.00	0.00	929.00
PR8_PB1	WT	871	-22.44	-12.61	0.0	0.0	0.0	-35.05	3.00	1340.00
PR8_PB1	WT	886	-21.82	-37.28	-14.50	-16.43	0.0	-90.03	7.00	3144.00
PR8_PB1	WT	894	-11.52	-24.67	-14.50	-16.43	0.0	-67.12	5.00	3144.00
PR8_PB1	WT	912	-113.90	-49.50	-30.41	0.0	0.0	-193.81	16.00	1461.00
PR8_PB1	WT	946	-91.63	-203.25	-57.03	0.0	0.0	-351.91	28.00	9177.00
PR8_PB1	WT	973	-46.17	-103.35	-14.01	-33.20	0.0	-196.73	15.00	24497.00
PR8_PB1	WT	1012	-68.85	-100.90	-14.83	0.0	0.0	-184.58	15.00	4605.00
PR8_PB1	WT	1034	-47.08	-140.72	-28.53	0.0	0.0	-216.33	17.00	11770.00
PR8_PB1	WT	1078	0.0	0.0	0.0	0.0	0.0	0.00	0.00	11985.00
PR8_PB1	WT	1126	-46.38	-103.53	-90.45	-33.37	0.0	-273.73	20.00	2026.00
PR8_PB1	WT	1151	-11.83	-13.56	0.0	0.0	0.0	-25.39	2.00	915.00
PR8_PB1	WT	1169	-11.74	0.0	0.0	0.0	0.0	-11.74	1.00	397.00
PR8_PB1	WT	1182	0.0	0.0	0.0	0.0	0.0	0.00	0.00	397.00
PR8_PB1	WT	1227	-11.28	-25.59	0.0	0.0	0.0	-36.87	3.00	1125.00
PR8_PB1	WT	1248	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_PB1	WT	1282	-11.49	-25.86	-15.04	0.0	0.0	-52.39	4.00	2189.00
PR8_PB1	WT	1312	-10.91	-25.36	0.0	0.0	0.0	-36.27	3.00	6195.00
PR8_PB1	WT	1347	-56.71	-51.78	-59.66	-33.85	0.0	-202.00	15.00	5521.00
PR8_PB1	WT	1385	-57.37	-63.55	-14.81	0.0	0.0	-135.73	11.00	4094.00
PR8_PB1	WT	1421	-93.32	-180.54	-30.68	-32.97	0.0	-337.51	26.00	6147.00
PR8_PB1	WT	1466	0.0	0.0	0.0	-16.22	0.0	-16.22	1.00	4735.00
PR8_PB1	WT	1471	0.0	-13.46	0.0	0.0	0.0	-13.46	1.00	3556.00
PR8_PB1	WT	1524	-46.01	0.0	-14.40	0.0	0.0	-60.41	5.00	1413.00
PR8_PB1	WT	1567	0.0	0.0	-14.18	0.0	0.0	-14.18	1.00	8349.00
PR8_PB1	WT	1616	-45.86	-75.26	-44.97	0.0	-38.27	-204.36	15.00	12476.00
PR8_PB1	WT	1668	-11.63	0.0	0.0	0.0	0.0	-11.63	1.00	256.00
PR8_PB1	WT	1697	0.0	-25.65	0.0	0.0	0.0	-25.65	2.00	1569.00
PR8_PB1	WT	1727	0.0	0.0	0.0	0.0	0.0	0.00	0.00	3252.00
PR8_PB1	WT	1762	0.0	-13.02	-14.69	-16.47	0.0	-44.18	3.00	2754.00
PR8_PB1	WT	1791	-11.84	-12.40	-29.99	0.0	0.0	-54.23	4.00	1273.00
PR8_PB1	WT	1871	-11.58	-13.18	-15.97	0.0	0.0	-40.73	3.00	1118.00
PR8_PB1	WT	1920	0.0	-38.60	-89.59	0.0	-18.40	-146.59	10.00	3556.00
PR8_PB1	WT	2004	0.0	0.0	0.0	0.0	0.0	0.00	0.00	5096.00
PR8_PB1	WT	2053	-23.88	-26.23	-14.22	-34.93	0.0	-99.26	7.00	10174.00
PR8_PB1	WT	2080	-91.80	-128.05	-43.66	0.0	0.0	-263.51	21.00	1844.00
PR8_PB1	WT	2111	-104.79	-440.52	-376.69	-50.18	-57.77	-1029.95	74.00	14544.00
PR8_PB1	WT	2165	-23.02	-67.03	0.0	0.0	0.0	-90.05	7.00	3697.00
PR8_PB1	WT	2197	-91.88	-137.66	-57.36	0.0	0.0	-286.90	23.00	7306.00
PR8_PB1	WT	2263	-57.95	-170.92	-14.13	-17.84	0.0	-260.84	20.00	9771.00
PR8_PB1	WT	2291	-23.35	-51.23	0.0	0.0	-18.52	-93.10	7.00	5656.00
PR8_PB1	WT	2316	-46.01	-77.81	-29.56	0.0	0.0	-153.38	12.00	431.00
PR8_PB1	WT	2340	0.0	-13.56	-120.45	-17.67	-55.40	-207.08	13.00	0.00
PR8_PA	WT	0	0.0	-13.56	-14.80	0.0	0.0	-28.36	2.00	0.00
PR8_PA	WT	8	-11.87	-39.51	-29.96	0.0	0.0	-81.34	6.00	121.00
PR8_PA	WT	47	-92.24	-89.67	-44.60	0.0	0.0	-226.51	18.00	3583.00
PR8_PA	WT	64	-11.72	-49.17	-43.72	0.0	0.0	-104.61	8.00	11287.00
PR8_PA	WT	101	-11.45	-64.31	-29.84	0.0	-19.53	-125.13	9.00	28708.00
PR8_PA	WT	131	-34.98	-103.88	-14.38	0.0	-19.00	-172.24	13.00	7731.00
PR8_PA	WT	143	-67.58	-65.07	-15.72	0.0	-19.00	-167.37	13.00	2216.00
PR8_PA	WT	157	-33.50	-141.50	-29.85	-16.10	-19.00	-239.95	18.00	15670.00
PR8_PA	WT	214	-23.44	-74.38	-30.66	-16.87	0.0	-145.35	11.00	24646.00
PR8_PA	WT	234	-22.83	-25.94	0.0	-16.65	0.0	-65.42	5.00	17722.00
PR8_PA	WT	276	0.0	-39.61	-14.87	0.0	0.0	-54.48	4.00	2471.00
PR8_PA	WT	281	0.0	-13.88	-14.87	0.0	0.0	-28.75	2.00	2330.00
PR8_PA	WT	320	-45.93	-115.05	-15.02	0.0	-18.37	-194.37	15.00	1940.00
PR8_PA	WT	368	-33.17	-27.69	-28.66	0.0	0.0	-89.52	7.00	3104.00
PR8_PA	WT	432	0.0	0.0	0.0	0.0	0.0	0.00	0.00	3433.00
PR8_PA	WT	488	0.0	0.0	0.0	0.0	0.0	0.00	0.00	189.00
PR8_PA	WT	515	-23.08	-37.11	-29.76	0.0	0.0	-89.95	7.00	162.00
PR8_PA	WT	565	-10.92	-36.75	0.0	0.0	0.0	-47.67	4.00	1562.00
PR8_PA	WT	581	0.0	-24.90	0.0	0.0	0.0	-24.90	2.00	1562.00
PR8_PA	WT	647	0.0	-27.34	-74.74	0.0	0.0	-102.08	7.00	6275.00
PR8_PA	WT	700	0.0	-25.99	0.0	0.0	0.0	-25.99	2.00	1496.00
PR8_PA	WT	746	-11.14	0.0	0.0	0.0	0.0	-11.14	1.00	1731.00
PR8_PA	WT	748	-22.38	-13.01	0.0	0.0	0.0	-35.39	3.00	1731.00
PR8_PA	WT	764	0.0	-12.03	-45.39	0.0	0.0	-57.42	4.00	7300.00
PR8_PA	WT	800	-57.45	-38.13	-15.69	-17.84	0.0	-129.11	10.00	7604.00
PR8_PA	WT	830	-11.11	-12.97	-14.26	0.0	0.0	-38.34	3.00	1401.00
PR8_PA	WT	876	-11.52	-12.30	0.0	0.0	0.0	-23.82	2.00	4308.00
PR8_PA	WT	892	-58.72	-50.18	-30.65	0.0	0.0	-139.55	11.00	1057.00
PR8_PA	WT	926	-11.71	-38.88	-14.10	0.0	0.0	-64.69	5.00	0.00
PR8_PA	WT	987	-57.60	-51.57	-43.36	0.0	0.0	-152.53	12.00	222.00
PR8_PA	WT	1033	-10.85	0.0	-14.72	0.0	0.0	-25.57	2.00	2337.00
PR8_PA	WT	1049	0.0	0.0	-28.89	0.0	0.0	-28.89	2.00	3166.00
PR8_PA	WT	1068	-33.76	-38.08	-29.11	0.0	0.0	-100.95	8.00	1604.00
PR8_PA	WT	1129	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_PA	WT	1218	-23.32	-26.08	0.0	0.0	0.0	-49.40	4.00	0.00
PR8_PA	WT	1238	-33.58	-40.20	0.0	0.0	0.0	-73.78	6.00	815.00
PR8_PA	WT	1274	-23.39	-63.12	-30.67	0.0	0.0	-117.18	9.00	2741.00
PR8_PA	WT	1288	-34.32	0.0	-14.71	0.0	0.0	-49.03	4.00	3710.00
PR8_PA	WT	1343	-11.39	-25.34	-28.77	0.0	0.0	-65.50	5.00	1777.00
PR8_PA	WT	1431	0.0	0.0	-15.04	0.0	0.0	-15.04	1.00	16437.00
PR8_PA	WT	1446	-68.01	-12.08	-15.04	0.0	0.0	-95.13	8.00	2007.00
PR8_PA	WT	1488	-126.94	-152.31	-89.20	-33.94	-19.24	-421.63	32.00	10242.00
PR8_PA	WT	1522	-56.56	-27.11	-15.53	0.0	0.0	-99.20	8.00	3743.00
PR8_PA	WT	1600	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_PA	WT	1675	-46.33	-79.53	-29.18	-16.46	0.0	-171.50	13.00	2829.00
PR8_PA	WT	1695	-103.24	-272.56	-73.17	-33.55	0.0	-482.52	37.00	1232.00
PR8_PA	WT	1715	-34.23	-227.98	0.0	-16.72	0.0	-278.93	22.00	1428.00
PR8_PA	WT	1760	-80.05	-116.66	-119.73	-35.67	0.0	-352.11	26.00	9070.00
PR8_PA	WT	1793	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1858.00
PR8_PA	WT	1824	-11.57	-12.13	0.0	0.0	0.0	-23.70	2.00	1184.00
PR8_PA	WT	1857	0.0	0.0	0.0	0.0	0.0	0.00	0.00	565.00
PR8_PA	WT	1865	0.0	0.0	0.0	0.0	0.0	0.00	0.00	215.00
PR8_PA	WT	1869	0.0	0.0	0.0	0.0	0.0	0.00	0.00	215.00
PR8_PA	WT	1874	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_PA	WT	1887	-22.71	0.0	0.0	0.0	0.0	-22.71	2.00	821.00
PR8_PA	WT	1933	-11.49	0.0	-28.47	0.0	0.0	-39.96	3.00	2754.00
PR8_PA	WT	1980	-11.65	0.0	0.0	0.0	0.0	-11.65	1.00	4464.00
PR8_PA	WT	2023	-23.19	-13.54	-14.83	0.0	0.0	-51.56	4.00	7926.00
PR8_PA	WT	2069	-23.28	0.0	0.0	0.0	0.0	-23.28	2.00	11285.00
PR8_PA	WT	2113	0.0	0.0	-14.27	0.0	0.0	-14.27	1.00	33586.00
PR8_PA	WT	2148	0.0	0.0	0.0	0.0	0.0	0.00	0.00	6679.00
PR8_PA	WT	2176	-67.99	-115.92	-44.03	0.0	0.0	-227.94	18.00	1373.00
PR8_PA	WT	2202	-34.83	-50.94	0.0	0.0	0.0	-85.77	7.00	1016.00
PR8_PA	WT	2232	0.0	-51.96	-75.58	-49.73	-39.90	-217.17	14.00	0.00
PR8_HA	WT	0	0.0	-39.88	-28.80	0.0	0.0	-68.68	5.00	0.00
PR8_HA	WT	36	0.0	-25.65	0.0	0.0	0.0	-25.65	2.00	451.00
PR8_HA	WT	84	0.0	-37.62	-14.53	0.0	0.0	-52.15	4.00	8259.00
PR8_HA	WT	121	-172.75	-333.78	-194.04	-33.50	-19.42	-753.49	57.00	13453.00
PR8_HA	WT	188	-22.93	0.0	-14.11	0.0	0.0	-37.04	3.00	2290.00
PR8_HA	WT	220	-11.65	-51.67	0.0	0.0	0.0	-63.32	5.00	1065.00
PR8_HA	WT	241	-23.27	-26.20	-14.53	0.0	0.0	-64.00	5.00	290.00
PR8_HA	WT	264	-11.88	-13.29	0.0	0.0	0.0	-25.17	2.00	1461.00
PR8_HA	WT	308	-11.37	0.0	0.0	0.0	0.0	-11.37	1.00	599.00
PR8_HA	WT	332	0.0	-13.58	0.0	0.0	0.0	-13.58	1.00	404.00
PR8_HA	WT	357	0.0	-13.05	0.0	0.0	0.0	-13.05	1.00	121.00
PR8_HA	WT	423	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1070.00
PR8_HA	WT	465	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1137.00
PR8_HA	WT	498	0.0	0.0	0.0	0.0	0.0	0.00	0.00	182.00
PR8_HA	WT	539	-11.58	-12.20	0.0	0.0	0.0	-23.78	2.00	168.00
PR8_HA	WT	569	-11.71	-25.16	-44.65	0.0	0.0	-81.52	6.00	687.00
PR8_HA	WT	646	-11.20	-12.45	-15.09	0.0	0.0	-38.74	3.00	3347.00
PR8_HA	WT	655	-10.85	-13.16	-15.09	0.0	-19.97	-59.07	4.00	12384.00
PR8_HA	WT	664	-10.85	-25.35	0.0	0.0	-19.97	-56.17	4.00	11184.00
PR8_HA	WT	681	0.0	-50.71	0.0	0.0	-19.97	-70.68	5.00	20315.00
PR8_HA	WT	712	-114.01	-204.55	-74.31	0.0	0.0	-392.87	31.00	13164.00
PR8_HA	WT	757	-46.81	-104.49	0.0	0.0	0.0	-151.30	12.00	12268.00
PR8_HA	WT	808	-205.75	-337.49	-101.87	-34.94	0.0	-680.05	53.00	19543.00
PR8_HA	WT	837	-80.17	-280.33	-208.61	-135.28	-19.70	-724.09	52.00	7340.00
PR8_HA	WT	868	-22.74	-52.23	-29.12	0.0	0.0	-104.09	8.00	2963.00
PR8_HA	WT	932	-45.25	-156.81	-120.59	0.0	-37.26	-359.91	26.00	4385.00
PR8_HA	WT	970	-11.84	0.0	-28.97	0.0	0.0	-40.81	3.00	3549.00
PR8_HA	WT	1011	-11.89	-74.83	-30.24	0.0	-21.80	-138.76	10.00	11151.00
PR8_HA	WT	1033	-46.50	-100.79	0.0	-34.30	0.0	-181.59	14.00	3562.00
PR8_HA	WT	1081	0.0	0.0	0.0	0.0	0.0	0.00	0.00	5717.00
PR8_HA	WT	1114	-10.99	-12.10	0.0	0.0	0.0	-23.09	2.00	1097.00
PR8_HA	WT	1121	-11.22	-12.40	0.0	0.0	0.0	-23.62	2.00	1508.00
PR8_HA	WT	1180	-34.67	-77.65	-15.87	0.0	0.0	-128.19	10.00	2566.00
PR8_HA	WT	1204	0.0	0.0	-15.11	0.0	0.0	-15.11	1.00	1071.00
PR8_HA	WT	1261	0.0	-13.62	0.0	0.0	0.0	-13.62	1.00	3589.00
PR8_HA	WT	1304	-70.18	-306.87	-195.22	-33.01	-19.77	-625.05	46.00	16295.00
PR8_HA	WT	1357	-22.43	-12.89	0.0	0.0	0.0	-35.32	3.00	1394.00
PR8_HA	WT	1431	-10.85	-63.08	-14.85	0.0	0.0	-88.78	7.00	3475.00
PR8_HA	WT	1453	-23.20	-52.33	-43.56	0.0	0.0	-119.09	9.00	5427.00
PR8_HA	WT	1533	-23.46	-64.14	0.0	0.0	0.0	-87.60	7.00	942.00
PR8_HA	WT	1569	0.0	0.0	0.0	0.0	0.0	0.00	0.00	6988.00
PR8_HA	WT	1626	-45.84	-53.25	-89.33	0.0	0.0	-188.42	14.00	6187.00
PR8_HA	WT	1666	-91.32	-239.85	-59.26	0.0	0.0	-390.43	31.00	5662.00
PR8_HA	WT	1685	-57.25	-25.60	-15.75	-17.60	0.0	-116.20	9.00	1683.00
PR8_HA	WT	1718	-80.69	-193.42	-193.76	-32.48	0.0	-500.35	37.00	1522.00
PR8_HA	WT	1755	0.0	-25.72	0.0	0.0	0.0	-25.72	2.00	0.00
PR8_HA	WT	1775	0.0	0.0	-15.60	0.0	0.0	-15.60	1.00	0.00
PR8_NP	WT	0	-11.92	0.0	0.0	0.0	0.0	-11.92	1.00	0.00
PR8_NP	WT	3	-11.92	0.0	-14.20	0.0	0.0	-26.12	2.00	0.00
PR8_NP	WT	21	0.0	0.0	0.0	0.0	0.0	0.00	0.00	0.00
PR8_NP	WT	64	0.0	-39.27	-14.95	0.0	0.0	-54.22	4.00	2566.00
PR8_NP	WT	118	-115.73	-242.75	-224.34	-183.47	-18.69	-784.98	56.00	3542.00
PR8_NP	WT	153	-23.17	-40.15	-89.46	-32.59	0.0	-185.37	13.00	3879.00
PR8_NP	WT	183	-11.69	-39.85	0.0	0.0	0.0	-51.54	4.00	2963.00
PR8_NP	WT	213	-33.89	-51.81	-58.60	0.0	0.0	-144.30	11.00	1912.00
PR8_NP	WT	252	-68.56	-166.98	-45.80	-32.96	0.0	-314.30	24.00	7151.00
PR8_NP	WT	285	-78.84	-163.64	-44.45	0.0	0.0	-286.93	23.00	12436.00
PR8_NP	WT	338	-105.09	-155.92	-87.88	-66.53	0.0	-415.42	31.00	7408.00
PR8_NP	WT	393	-35.20	-26.06	-14.38	0.0	0.0	-75.64	6.00	10512.00
PR8_NP	WT	421	-33.51	-39.49	-14.22	0.0	0.0	-87.22	7.00	6424.00
PR8_NP	WT	425	-22.99	-39.49	-14.22	0.0	0.0	-76.70	6.00	4949.00
PR8_NP	WT	427	-22.99	-26.79	-14.22	0.0	0.0	-64.00	5.00	4949.00
PR8_NP	WT	497	0.0	-25.88	-14.96	-16.58	0.0	-57.42	4.00	4114.00
PR8_NP	WT	538	-57.23	-236.76	-57.73	0.0	0.0	-351.72	27.00	5345.00
PR8_NP	WT	566	-138.73	-346.63	-58.06	-17.27	0.0	-560.69	44.00	4134.00
PR8_NP	WT	594	-81.22	-271.60	-88.04	-16.85	0.0	-457.71	35.00	1488.00
PR8_NP	WT	606	-149.38	-269.95	-116.72	0.0	0.0	-536.05	42.00	855.00
PR8_NP	WT	646	-11.23	-92.36	-30.48	0.0	0.0	-134.07	10.00	0.00
PR8_NP	WT	680	-92.63	-391.51	-329.03	-83.93	-94.06	-991.16	70.00	27560.00
PR8_NP	WT	723	-45.77	-114.14	-133.70	0.0	-37.79	-331.40	24.00	18922.00
PR8_NP	WT	755	-11.18	-90.28	-15.91	-17.54	0.0	-134.91	10.00	2444.00
PR8_NP	WT	806	-11.99	-101.69	-14.89	-17.49	-18.42	-164.48	12.00	10066.00
PR8_NP	WT	836	-11.23	-38.22	-73.82	0.0	0.0	-123.27	9.00	5279.00
PR8_NP	WT	867	0.0	0.0	0.0	0.0	0.0	0.00	0.00	1669.00
PR8_NP	WT	913	-22.62	-116.24	-29.03	-16.80	0.0	-184.69	14.00	5062.00
